21.15 ; 29-05-2023
20.58 ; 30-05-2023
21.32 ; 31-05-2023
20.73 ; 01-06-2023
21.48 ; 02-06-2023
20.61 ; 03-06-2023
21.25 ; 04-06-2023
20.80 ; 05-06-2023
21.19 ; 06-06-2023
20.65 ; 07-06-2023
21.40 ; 08-06-2023
20.69 ; 09-06-2023
21.34 ; 10-06-2023
20.75 ; 11-06-2023
21.23 ; 12-06-2023
20.54 ; 13-06-2023
21.37 ; 14-06-2023
20.76 ; 15-06-2023
21.18 ; 16-06-2023
21.29 ; 17-06-2023
20.57 ; 18-06-2023
21.45 ; 19-06-2023
20.74 ; 20-06-2023
21.33 ; 21-06-2023
20.68 ; 22-06-2023
21.41 ; 23-06-2023
20.81 ; 24-06-2023
21.19 ; 25-06-2023
20.63 ; 26-06-2023
21.36 ; 27-06-2023
20.75 ; 28-06-2023
21.22 ; 29-06-2023
20.59 ; 30-06-2023
21.47 ; 01-07-2023
20.72 ; 02-07-2023
21.31 ; 03-07-2023
20.69 ; 04-07-2023
21.35 ; 05-07-2023
20.78 ; 06-07-2023
21.21 ; 07-07-2023
20.65 ; 08-07-2023
21.43 ; 09-07-2023
20.82 ; 10-07-2023
21.18 ; 11-07-2023
20.60 ; 12-07-2023
21.40 ; 13-07-2023
20.74 ; 14-07-2023
21.27 ; 15-07-2023
20.62 ; 16-07-2023
21.37 ; 17-07-2023
20.79 ; 18-07-2023
21.25 ; 19-07-2023
20.64 ; 20-07-2023
21.48 ; 21-07-2023
20.72 ; 22-07-2023
21.34 ; 23-07-2023
20.66 ; 24-07-2023
21.41 ; 25-07-2023
20.77 ; 26-07-2023
21.29 ; 27-07-2023
20.61 ; 28-07-2023
21.46 ; 29-07-2023
20.70 ; 30-07-2023
21.32 ; 31-07-2023
20.65 ; 01-08-2023
21.43 ; 02-08-2023
20.74 ; 03-08-2023
21.35 ; 04-08-2023
20.68 ; 05-08-2023
21.37 ; 06-08-2023
20.60 ; 07-08-2023
21.45 ; 08-08-2023
20.72 ; 09-08-2023
21.31 ; 10-08-2023
20.65 ; 11-08-2023
21.44 ; 12-08-2023
20.73 ; 13-08-2023
21.38 ; 14-08-2023
20.62 ; 15-08-2023
21.40 ; 16-08-2023
20.70 ; 17-08-2023
21.33 ; 18-08-2023
20.66 ; 19-08-2023
21.45 ; 20-08-2023
20.73 ; 21-08-2023
21.36 ; 22-08-2023
20.65 ; 23-08-2023
21.42 ; 24-08-2023
20.74 ; 25-08-2023
21.29 ; 26-08-2023
20.67 ; 27-08-2023
21.37 ; 28-08-2023
20.60 ; 29-08-2023
21.45 ; 30-08-2023
20.71 ; 31-08-2023
21.34 ; 01-09-2023
20.66 ; 02-09-2023
21.43 ; 03-09-2023
20.72 ; 04-09-2023
21.38 ; 05-09-2023
20.61 ; 06-09-2023
21.47 ; 07-09-2023
20.75 ; 08-09-2023
21.33 ; 09-09-2023
20.64 ; 10-09-2023
21.42 ; 11-09-2023
20.70 ; 12-09-2023
21.36 ; 13-09-2023
20.65 ; 14-09-2023
21.44 ; 15-09-2023
20.68 ; 16-09-2023
21.37 ; 17-09-2023
20.62 ; 18-09-2023
21.45 ; 19-09-2023
20.73 ; 20-09-2023
21.32 ; 21-09-2023
20.66 ; 22-09-2023
21.41 ; 23-09-2023
20.69 ; 24-09-2023
21.39 ; 25-09-2023
20.60 ; 26-09-2023
21.47 ; 27-09-2023
20.75 ; 28-09-2023
21.31 ; 29-09-2023
20.64 ; 30-09-2023
21.43 ; 01-10-2023
20.71 ; 02-10-2023
21.38 ; 03-10-2023
20.62 ; 04-10-2023
21.46 ; 05-10-2023
20.73 ; 06-10-2023
21.34 ; 07-10-2023
20.65 ; 08-10-2023
21.41 ; 09-10-2023
20.68 ; 10-10-2023
21.37 ; 11-10-2023
20.61 ; 12-10-2023
21.45 ; 13-10-2023
20.74 ; 14-10-2023
21.32 ; 15-10-2023
20.63 ; 16-10-2023
21.43 ; 17-10-2023
20.71 ; 18-10-2023
21.39 ; 19-10-2023
20.66 ; 20-10-2023
21.47 ; 21-10-2023
20.70 ; 22-10-2023
21.35 ; 23-10-2023
20.64 ; 24-10-2023
21.42 ; 25-10-2023
20.69 ; 26-10-2023
21.38 ; 27-10-2023
20.61 ; 28-10-2023
21.46 ; 29-10-2023
20.74 ; 30-10-2023
21.33 ; 31-10-2023
20.65 ; 01-11-2023
21.44 ; 02-11-2023
20.71 ; 03-11-2023
21.37 ; 04-11-2023
20.62 ; 05-11-2023
21.45 ; 06-11-2023
20.73 ; 07-11-2023
21.34 ; 08-11-2023
20.66 ; 09-11-2023
21.41 ; 10-11-2023
20.68 ; 11-11-2023
21.39 ; 12-11-2023
20.61 ; 13-11-2023
21.47 ; 14-11-2023
20.74 ; 15-11-2023
21.32 ; 16-11-2023
20.65 ; 17-11-2023
21.43 ; 18-11-2023
20.71 ; 19-11-2023
21.38 ; 20-11-2023
20.62 ; 21-11-2023
21.46 ; 22-11-2023
20.73 ; 23-11-2023
21.34 ; 24-11-2023
20.66 ; 25-11-2023
21.41 ; 26-11-2023
20.69 ; 27-11-2023
21.37 ; 28-11-2023
20.60 ; 29-11-2023
21.45 ; 30-11-2023
20.75 ; 01-12-2023
20.75 ; 01-12-2023
21.31 ; 02-12-2023
20.64 ; 03-12-2023
21.43 ; 04-12-2023
20.71 ; 05-12-2023
21.38 ; 06-12-2023
20.62 ; 07-12-2023
21.46 ; 08-12-2023
20.73 ; 09-12-2023
21.34 ; 10-12-2023
20.65 ; 11-12-2023
21.41 ; 12-12-2023
20.68 ; 13-12-2023
21.37 ; 14-12-2023
20.61 ; 15-12-2023
21.45 ; 16-12-2023
20.74 ; 17-12-2023
21.32 ; 18-12-2023
20.63 ; 19-12-2023
21.43 ; 20-12-2023
20.70 ; 21-12-2023
21.39 ; 22-12-2023
20.66 ; 23-12-2023
21.47 ; 24-12-2023
20.69 ; 25-12-2023
21.36 ; 26-12-2023
20.61 ; 27-12-2023
21.45 ; 28-12-2023
20.74 ; 29-12-2023
21.33 ; 30-12-2023
20.65 ; 31-12-2023
21.42 ; 01-01-2024
20.71 ; 02-01-2024
21.38 ; 03-01-2024
20.62 ; 04-01-2024
21.46 ; 05-01-2024
20.73 ; 06-01-2024
21.35 ; 07-01-2024
20.66 ; 08-01-2024
21.41 ; 09-01-2024
20.68 ; 10-01-2024
21.39 ; 11-01-2024
20.60 ; 12-01-2024
21.47 ; 13-01-2024
20.75 ; 14-01-2024
21.32 ; 15-01-2024
20.63 ; 16-01-2024
21.44 ; 17-01-2024
20.70 ; 18-01-2024
21.38 ; 19-01-2024
20.65 ; 20-01-2024
21.45 ; 21-01-2024
20.72 ; 22-01-2024
21.33 ; 23-01-2024
20.64 ; 24-01-2024
21.42 ; 25-01-2024
20.69 ; 26-01-2024
21.37 ; 27-01-2024
20.61 ; 28-01-2024
21.46 ; 29-01-2024
20.74 ; 30-01-2024
21.31 ; 31-01-2024
20.65 ; 01-02-2024
21.43 ; 02-02-2024
20.70 ; 03-02-2024
21.38 ; 04-02-2024
20.62 ; 05-02-2024
21.47 ; 06-02-2024
20.73 ; 07-02-2024
21.34 ; 08-02-2024
20.66 ; 09-02-2024
21.41 ; 10-02-2024
20.68 ; 11-02-2024
21.39 ; 12-02-2024
20.60 ; 13-02-2024
21.45 ; 14-02-2024
20.74 ; 15-02-2024
21.32 ; 16-02-2024
20.63 ; 17-02-2024
21.44 ; 18-02-2024
20.71 ; 19-02-2024
21.38 ; 20-02-2024
20.66 ; 21-02-2024
21.45 ; 22-02-2024
20.69 ; 23-02-2024
21.36 ; 24-02-2024
20.61 ; 25-02-2024
21.46 ; 26-02-2024
20.75 ; 27-02-2024
21.31 ; 28-02-2024
20.65 ; 29-02-2024
21.43 ; 01-03-2024
20.71 ; 02-03-2024
21.38 ; 03-03-2024
20.62 ; 04-03-2024
21.46 ; 05-03-2024
20.73 ; 06-03-2024
21.35 ; 07-03-2024
20.66 ; 08-03-2024
21.41 ; 09-03-2024
20.68 ; 10-03-2024
21.39 ; 11-03-2024
20.60 ; 12-03-2024
21.45 ; 13-03-2024
20.74 ; 14-03-2024
21.32 ; 15-03-2024
20.63 ; 16-03-2024
21.44 ; 17-03-2024
20.70 ; 18-03-2024
21.38 ; 19-03-2024
20.65 ; 20-03-2024
21.45 ; 21-03-2024
20.72 ; 22-03-2024
21.33 ; 23-03-2024
20.64 ; 24-03-2024
21.42 ; 25-03-2024
20.69 ; 26-03-2024
21.37 ; 27-03-2024
20.61 ; 28-03-2024
21.46 ; 29-03-2024
20.74 ; 30-03-2024
21.31 ; 31-03-2024
20.65 ; 01-04-2024
21.43 ; 02-04-2024
20.70 ; 03-04-2024
21.38 ; 04-04-2024
20.62 ; 05-04-2024
21.47 ; 06-04-2024
20.73 ; 07-04-2024
21.34 ; 08-04-2024
20.66 ; 09-04-2024
21.41 ; 10-04-2024
20.68 ; 11-04-2024
21.39 ; 12-04-2024
20.60 ; 13-04-2024
21.45 ; 14-04-2024
20.74 ; 15-04-2024
21.32 ; 16-04-2024
20.63 ; 17-04-2024
21.44 ; 18-04-2024
20.71 ; 19-04-2024
21.38 ; 20-04-2024
20.66 ; 21-04-2024
21.45 ; 22-04-2024
20.69 ; 23-04-2024
21.36 ; 24-04-2024
20.61 ; 25-04-2024
21.46 ; 26-04-2024
20.75 ; 27-04-2024
21.31 ; 28-04-2024
20.65 ; 29-04-2024
21.43 ; 30-04-2024
20.71 ; 01-05-2024
21.38 ; 02-05-2024
20.62 ; 03-05-2024
21.47 ; 04-05-2024
20.73 ; 05-05-2024
21.34 ; 06-05-2024
20.66 ; 07-05-2024
21.41 ; 08-05-2024
20.68 ; 09-05-2024
21.39 ; 10-05-2024
20.60 ; 11-05-2024
21.45 ; 12-05-2024
20.74 ; 13-05-2024
21.32 ; 14-05-2024
20.63 ; 15-05-2024
21.44 ; 16-05-2024
20.71 ; 17-05-2024
21.38 ; 18-05-2024
